Name,Risk,Return,Website,NCT,Condition
568,0.989224991,151.5182504,https://clinicaltrials.gov/study/NCT00862134,NCT00862134,Non-Small Cell Lung Cancer
569,0.999406082,201.5418359,https://clinicaltrials.gov/study/NCT02158234,NCT02158234,Squamous Cell Carcinoma of the Head and Neck
570,0.991586042,150.6761262,https://clinicaltrials.gov/study/NCT01854034,NCT01854034,Non Small Cell Lung Cancer
571,0.996104158,158.0228415,https://clinicaltrials.gov/study/NCT02972034,NCT02972034,Neoplasms|Colorectal Cancer
572,0.914098977,24.95485228,https://clinicaltrials.gov/study/NCT00132301,NCT00132301,Prostate Cancer
573,0.762087293,6.2956352,https://clinicaltrials.gov/study/NCT03122301,NCT03122301,Hot Flashes|Hot Flushes|Vasomotor Symptoms
574,0.935279843,30.84059586,https://clinicaltrials.gov/study/NCT01096901,NCT01096901,Obesity|Overweight
575,0.99767014,164.3119306,https://clinicaltrials.gov/study/NCT00522301,NCT00522301,Fallopian Tube Cancer|Ovarian Cancer|Primary Peritoneal Cavity Cancer
576,0.995316941,155.7384203,https://clinicaltrials.gov/study/NCT03070301,NCT03070301,Neuroendocrine Tumors
577,0.991315887,152.2120675,https://clinicaltrials.gov/study/NCT03792841,NCT03792841,Metastatic Castration-resistant Prostate Cancer|Prostate Cancer
578,0.969584404,52.27656111,https://clinicaltrials.gov/study/NCT01985841,NCT01985841,Breast Cancer
579,0.991840361,151.4602329,https://clinicaltrials.gov/study/NCT00054041,NCT00054041,Cervical Cancer|Cervical Intraepithelial Neoplasia Grade 3|Human Papilloma Virus Infection
580,0.994185767,152.7263779,https://clinicaltrials.gov/study/NCT03727841,NCT03727841,Anaplastic Ependymoma|Ependymoma|Ependymomas
581,0.967005196,55.18314764,https://clinicaltrials.gov/study/NCT03627741,NCT03627741,Fibromatosis
582,0.997844943,160.232841,https://clinicaltrials.gov/study/NCT01078441,NCT01078441,Refractory Multiple Myeloma
583,0.647486092,4.974880481,https://clinicaltrials.gov/study/NCT04532736,NCT04532736,Nasal Polyposis
584,0.976442249,67.37661844,https://clinicaltrials.gov/study/NCT02998736,NCT02998736,Abdominal Cancer
585,0.994687271,155.2145479,https://clinicaltrials.gov/study/NCT01254136,NCT01254136,Breast Cancer
586,0.993803166,153.9996738,https://clinicaltrials.gov/study/NCT03344536,NCT03344536,Breast Cancer
587,0.997140089,162.8477988,https://clinicaltrials.gov/study/NCT01014936,NCT01014936,"Patients With Solid Tumors, Either Refractory to Standard Therapy or for Which no Effective Standard Therapy is Available"
588,0.989094742,150.7616035,https://clinicaltrials.gov/study/NCT01736436,NCT01736436,Myelodysplastic Syndrome
589,0.964878329,59.2843391,https://clinicaltrials.gov/study/NCT04805736,NCT04805736,Breast Cancer
590,0.625906587,5.522668677,https://clinicaltrials.gov/study/NCT04955236,NCT04955236,Posterior Fossa Tumor
591,0.593922892,4.322023379,https://clinicaltrials.gov/study/NCT02726828,NCT02726828,Postoperative Pain
592,0.99693599,158.0650894,https://clinicaltrials.gov/study/NCT02366728,NCT02366728,"Glioblastoma|Astrocytoma, Grade IV|Giant Cell Glioblastoma|Glioblastoma Multiforme"
593,0.993577495,152.2293796,https://clinicaltrials.gov/study/NCT03106428,NCT03106428,Acute Myeloid Leukemia|Multiple Myeloma|Diffuse Large B-cell Lymphoma
594,0.998251386,167.3784044,https://clinicaltrials.gov/study/NCT00356928,NCT00356928,Leukemia|Myelodysplastic Syndromes
595,0.988871083,150.7130232,https://clinicaltrials.gov/study/NCT01911728,NCT01911728,Pharmacokinetics of MDV3100|Castration Resistant Prostate Cancer (CRPC)
596,0.999112948,188.9333017,https://clinicaltrials.gov/study/NCT00033241,NCT00033241,"Pancreatic Cancer|Unspecified Adult Solid Tumor, Protocol Specific"
597,0.936378117,35.12145387,https://clinicaltrials.gov/study/NCT01387841,NCT01387841,Breast Cancer|Malignant Female Reproductive System Neoplasm|Lymphomas|Chemotherapy-induced Nausea and Vomiting
598,0.994736873,155.513518,https://clinicaltrials.gov/study/NCT00809341,NCT00809341,Non-Hodgkin's Lymphoma
599,0.999765362,183.4943244,https://clinicaltrials.gov/study/NCT02049541,NCT02049541,Extranodal Marginal Zone B-cell Lymphoma of Mucosa-associated Lymphoid Tissue|Nodal Marginal Zone B-cell Lymphoma|Recurrent Grade 1 Follicular Lymphoma|Recurrent Grade 2 Follicular Lymphoma|Recurrent Grade 3 Follicular Lymphoma|Recurrent Mantle Cell Lymphoma|Recurrent Marginal Zone Lymphoma|Splenic Marginal Zone Lymphoma|Waldenström Macroglobulinemia
600,0.999023006,179.1503757,https://clinicaltrials.gov/study/NCT00226941,NCT00226941,Rectal Cancer|Colo-rectal Cancer
601,0.983078287,143.7694651,https://clinicaltrials.gov/study/NCT01099436,NCT01099436,Breast Cancer
602,0.994510499,153.5285453,https://clinicaltrials.gov/study/NCT04262336,NCT04262336,Ototoxicity
603,0.819392884,9.703395835,https://clinicaltrials.gov/study/NCT00800436,NCT00800436,Breast Cancer
604,0.990790441,151.5349869,https://clinicaltrials.gov/study/NCT00862836,NCT00862836,Ovarian Cancer
605,0.993053814,153.2581689,https://clinicaltrials.gov/study/NCT03132636,NCT03132636,"Carcinoma, Basal Cell"
606,0.994781144,155.6885065,https://clinicaltrials.gov/study/NCT04742036,NCT04742036,Advanced Solid Tumours
607,0.998242057,175.3308798,https://clinicaltrials.gov/study/NCT01058434,NCT01058434,Relapsed or Refractory Multiple Myeloma
608,0.991449343,151.9115865,https://clinicaltrials.gov/study/NCT02229734,NCT02229734,Prostate Cancer
609,0.998771833,187.9127454,https://clinicaltrials.gov/study/NCT00107536,NCT00107536,Adult Primary Hepatocellular Carcinoma|Advanced Adult Primary Liver Cancer|Localized Unresectable Adult Primary Liver Cancer|Recurrent Adult Primary Liver Cancer|Recurrent Extrahepatic Bile Duct Cancer|Recurrent Gallbladder Cancer|Unresectable Extrahepatic Bile Duct Cancer|Unresectable Gallbladder Cancer
610,0.992666197,151.4967961,https://clinicaltrials.gov/study/NCT01358734,NCT01358734,Acute Myeloid Leukemia|Acute Myelogenous Leukemia
611,0.919805227,19.27523986,https://clinicaltrials.gov/study/NCT02077634,NCT02077634,Prostate Cancer
612,0.988095992,146.4746859,https://clinicaltrials.gov/study/NCT00591734,NCT00591734,Metastatic Melanoma
613,0.999489767,180.9111228,https://clinicaltrials.gov/study/NCT00002634,NCT00002634,Neuroblastoma
614,0.995715516,157.5447369,https://clinicaltrials.gov/study/NCT00048334,NCT00048334,Neoplasms
615,0.928129927,30.81854519,https://clinicaltrials.gov/study/NCT02526134,NCT02526134,Oesophageal Cancer|Rectal Cancer
616,0.982491921,99.97740299,https://clinicaltrials.gov/study/NCT00452634,NCT00452634,Small Cell Lung Cancer
617,0.986067745,136.8628452,https://clinicaltrials.gov/study/NCT00832234,NCT00832234,Waldenstroms Macroglobulinemia
618,0.997741726,166.335325,https://clinicaltrials.gov/study/NCT00313534,NCT00313534,Prostate Cancer
619,0.999467486,182.8160896,https://clinicaltrials.gov/study/NCT01419834,NCT01419834,Neuroblastoma
620,0.974886538,75.6774016,https://clinicaltrials.gov/study/NCT04676334,NCT04676334,Metastatic Castration-Resistant Prostate Cancer|Ovarian Cancer|Epithelial Ovarian Cancer|Fallopian Tube Cancer|Peritoneal Cancer|Other Solid Tumor
621,0.690403119,5.485811729,https://clinicaltrials.gov/study/NCT00210834,NCT00210834,Anemia
622,0.994952582,156.0981519,https://clinicaltrials.gov/study/NCT02186834,NCT02186834,Multiple Myeloma
623,0.992821379,150.8018572,https://clinicaltrials.gov/study/NCT01453101,NCT01453101,Multiple Myeloma
624,0.99745612,157.6798775,https://clinicaltrials.gov/study/NCT02325401,NCT02325401,Head and Neck Cancer
625,0.995642263,158.4586102,https://clinicaltrials.gov/study/NCT03011528,NCT03011528,Ewing Sarcoma Family of Tumors
626,0.998402403,175.2073997,https://clinicaltrials.gov/study/NCT00052728,NCT00052728,Breast Cancer
627,0.998338376,171.3094796,https://clinicaltrials.gov/study/NCT03595228,NCT03595228,Chordoma
628,0.791881492,8.980141593,https://clinicaltrials.gov/study/NCT01836328,NCT01836328,Pain
629,0.991494241,152.3790715,https://clinicaltrials.gov/study/NCT00321828,NCT00321828,Colorectal Cancer
630,0.982750707,117.6056279,https://clinicaltrials.gov/study/NCT00411541,NCT00411541,Acute Lymphoblastic Leukemia
631,0.862318848,14.04674998,https://clinicaltrials.gov/study/NCT00252941,NCT00252941,Prostate Cancer|Post-Brachytherapy Bladder Outlet Obstruction
632,0.987193545,128.7361257,https://clinicaltrials.gov/study/NCT03622541,NCT03622541,FLT3-ITD Mutation|AML
633,0.937696983,29.04542638,https://clinicaltrials.gov/study/NCT00273741,NCT00273741,Asthenia|Neoplasms
634,0.993355098,153.518666,https://clinicaltrials.gov/study/NCT00663741,NCT00663741,Gastric Cancer
635,0.952500196,45.98641503,https://clinicaltrials.gov/study/NCT00190541,NCT00190541,Rectal Neoplasms
636,0.997483736,162.1016813,https://clinicaltrials.gov/study/NCT01317641,NCT01317641,Prostate Cancer
637,0.998602955,177.2781595,https://clinicaltrials.gov/study/NCT00603941,NCT00603941,Anaplastic Thyroid Cancer
638,0.998873263,182.2440479,https://clinicaltrials.gov/study/NCT01325441,NCT01325441,Cancer
639,0.995928517,156.685092,https://clinicaltrials.gov/study/NCT02265341,NCT02265341,Malignant Hepatobiliary Neoplasm
640,0.993402029,152.1665951,https://clinicaltrials.gov/study/NCT01829841,NCT01829841,Renal Cell Cancer|Metastatic Renal Cell Cancer
641,0.997516756,161.9857619,https://clinicaltrials.gov/study/NCT01196741,NCT01196741,Ovarian Cancer|Fallopian Tube Cancer|Primary Peritoneal Cancer
642,0.998590018,175.8201147,https://clinicaltrials.gov/study/NCT02160041,NCT02160041,Solid Tumor|Hematologic Malignancies
643,0.837430829,11.37760077,https://clinicaltrials.gov/study/NCT00676936,NCT00676936,Cancer|Pain
644,0.998731464,182.708498,https://clinicaltrials.gov/study/NCT00004241,NCT00004241,"AIDS-related Peripheral/Systemic Lymphoma|AIDS-related Primary CNS Lymphoma|Anaplastic Large Cell Lymphoma|Angioimmunoblastic T-cell Lymphoma|Chondrosarcoma|Extranodal Marginal Zone B-cell Lymphoma of Mucosa-associated Lymphoid Tissue|Intraocular Lymphoma|Metastatic Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor|Metastatic Osteosarcoma|Nodal Marginal Zone B-cell Lymphoma|Ovarian Sarcoma|Primary Central Nervous System Non-Hodgkin Lymphoma|Recurrent Adult Burkitt Lymphoma|Recurrent Adult Diffuse Large Cell Lymphoma|Recurrent Adult Diffuse Mixed Cell Lymphoma|Recurrent Adult Diffuse Small Cleaved Cell Lymphoma|Recurrent Adult Hodgkin Lymphoma|Recurrent Adult Immunoblastic Large Cell Lymphoma|Recurrent Adult Lymphoblastic Lymphoma|Recurrent Adult Soft Tissue Sarcoma|Recurrent Adult T-cell Leukemia/Lymphoma|Recurrent Cutaneous T-cell Non-Hodgkin Lymphoma|Recurrent Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor|Recurrent Grade 1 Follicular Lymphoma|Recurrent Grade 2 Follicular Lymphoma|Recurrent Grade 3 Follicular Lymphoma|Recurrent Mantle Cell Lymphoma|Recurrent Marginal Zone Lymphoma|Recurrent Mycosis Fungoides/Sezary Syndrome|Recurrent Osteosarcoma|Recurrent Small Lymphocytic Lymphoma|Recurrent Uterine Sarcoma|Small Intestine Lymphoma|Splenic Marginal Zone Lymphoma|Stage IV Adult Burkitt Lymphoma|Stage IV Adult Diffuse Large Cell Lymphoma|Stage IV Adult Diffuse Mixed Cell Lymphoma|Stage IV Adult Diffuse Small Cleaved Cell Lymphoma|Stage IV Adult Hodgkin Lymphoma|Stage IV Adult Immunoblastic Large Cell Lymphoma|Stage IV Adult Lymphoblastic Lymphoma|Stage IV Adult Soft Tissue Sarcoma|Stage IV Adult T-cell Leukemia/Lymphoma|Stage IV Cutaneous T-cell Non-Hodgkin Lymphoma|Stage IV Grade 1 Follicular Lymphoma|Stage IV Grade 2 Follicular Lymphoma|Stage IV Grade 3 Follicular Lymphoma|Stage IV Mantle Cell Lymphoma|Stage IV Marginal Zone Lymphoma|Stage IV Mycosis Fungoides/Sezary Syndrome|Stage IV Small Lymphocytic Lymphoma|Stage IV Uterine Sarcoma|Unspecified Adult Solid Tumor, Protocol Specific"
645,0.977877354,84.69595207,https://clinicaltrials.gov/study/NCT00184041,NCT00184041,Acute Lymphoblastic Leukemia
646,0.992219483,151.4881732,https://clinicaltrials.gov/study/NCT04099641,NCT04099641,Gastric Cancer|GastroEsophageal Cancer
647,0.988152498,150.8396252,https://clinicaltrials.gov/study/NCT02096341,NCT02096341,Malignant Solid Tumor|Lymphomas
648,0.94542973,35.60382895,https://clinicaltrials.gov/study/NCT01133041,NCT01133041,Diminutive Colon Polyp|Adenomatous Polyp|Hyperplastic Polyp|Colonoscopy
649,0.99796401,164.7665672,https://clinicaltrials.gov/study/NCT00727441,NCT00727441,Pancreatic Cancer
650,0.987094526,150.0197574,https://clinicaltrials.gov/study/NCT00476541,NCT00476541,Acute Myeloid Leukemia
651,0.991493394,150.8379452,https://clinicaltrials.gov/study/NCT00004941,NCT00004941,Crohn's Disease
652,0.98132575,89.25574662,https://clinicaltrials.gov/study/NCT05476341,NCT05476341,Rectal Cancer|Lung Cancer|Ovarian Cancer|Cervical Cancer|Glioblastoma
653,0.998049964,166.1215924,https://clinicaltrials.gov/study/NCT02702141,NCT02702141,Non-Hodgkin Lymphoma|DLBCL|Diffuse Large B-cell Lymphoma|Grade 3 Follicular Lymphoma
654,0.999690504,201.4721556,https://clinicaltrials.gov/study/NCT00002941,NCT00002941,Lymphoma
655,0.99768183,164.9404336,https://clinicaltrials.gov/study/NCT00389441,NCT00389441,Thyroid Neoplasms
656,0.998762853,184.2175943,https://clinicaltrials.gov/study/NCT00003941,NCT00003941,Mediastinal Cancer|Metastatic Cancer|Testicular Germ Cell Tumor
657,0.988760478,150.0940644,https://clinicaltrials.gov/study/NCT01715441,NCT01715441,Metastatic Colorectal Cancer Patients With KRAS Mutated Tumors
658,0.919408397,24.22013232,https://clinicaltrials.gov/study/NCT02158936,NCT02158936,Thrombocytopaenia
659,0.783777286,7.556587391,https://clinicaltrials.gov/study/NCT01229436,NCT01229436,Dupuytren's Contracture
660,0.988273278,150.2265567,https://clinicaltrials.gov/study/NCT00887536,NCT00887536,Breast Cancer
661,0.935986634,38.78611821,https://clinicaltrials.gov/study/NCT01129336,NCT01129336,First or Second Line HER2-negative Breast Cancer|Metastatic Disease Without Bone Metastasis
662,0.991473679,151.4431285,https://clinicaltrials.gov/study/NCT00866736,NCT00866736,Chronic Myeloid Leukemia
663,0.981143745,116.9606348,https://clinicaltrials.gov/study/NCT00591136,NCT00591136,Solid Tumors
664,0.998446841,174.7898222,https://clinicaltrials.gov/study/NCT00214136,NCT00214136,Prostate Cancer
665,0.998158997,166.5125986,https://clinicaltrials.gov/study/NCT00609336,NCT00609336,Adenocarcinoma of the Pancreas|Stage IA Pancreatic Cancer|Stage IB Pancreatic Cancer|Stage IIA Pancreatic Cancer|Stage IIB Pancreatic Cancer
666,0.998950409,191.605419,https://clinicaltrials.gov/study/NCT00193336,NCT00193336,Lung Cancer
667,0.996734779,157.9996891,https://clinicaltrials.gov/study/NCT01689636,NCT01689636,Ovarian Cancer|Healthy Volunteers
668,0.993677682,153.1477522,https://clinicaltrials.gov/study/NCT01793636,NCT01793636,Metastatic Clear Cell Renal Carcinoma
669,0.749985885,6.103497198,https://clinicaltrials.gov/study/NCT01335828,NCT01335828,Thyroid Nodules
670,0.949940772,32.43152411,https://clinicaltrials.gov/study/NCT04797728,NCT04797728,Breast Cancer|Hormone Receptor Positive Breast Carcinoma
671,0.976856624,95.50783025,https://clinicaltrials.gov/study/NCT03972228,NCT03972228,Lung Tumor|Lung Cancer
672,0.969345241,57.43562655,https://clinicaltrials.gov/study/NCT00280241,NCT00280241,Chronic Lymphocytic Leukemia
673,0.880708829,13.37014411,https://clinicaltrials.gov/study/NCT03803241,NCT03803241,Colorectal Cancer
674,0.998635131,172.7952459,https://clinicaltrials.gov/study/NCT00785941,NCT00785941,Advanced Solid Tumors
675,0.99072856,151.3563533,https://clinicaltrials.gov/study/NCT00189241,NCT00189241,Basal Cell Carcinoma
676,0.885255531,17.56586058,https://clinicaltrials.gov/study/NCT00306241,NCT00306241,"Infections, Papillomavirus"
677,0.994522001,153.0518404,https://clinicaltrials.gov/study/NCT01663441,NCT01663441,Chemotherapy-induced Thrombocytopenia
678,0.991274274,151.5048876,https://clinicaltrials.gov/study/NCT04069936,NCT04069936,"Non Small Cell Lung Cancer|Lung Cancer|Lung Cancer Metastatic|Lung Cancer, Non-small Cell|Non Small Cell Lung Cancer Metastatic|NSCLC|Non-small Cell Lung Cancer|Non-small Cell Lung Cancer Metastatic"
679,0.938944552,28.8687394,https://clinicaltrials.gov/study/NCT03200236,NCT03200236,"Smoking, Tobacco|Tobacco-Related Carcinoma|Tobacco Use|Lung Cancer Screening"
680,0.615823507,3.421147067,https://clinicaltrials.gov/study/NCT00994136,NCT00994136,"Oncology, Medical|Hematologic Disease"
681,0.645815692,5.281034992,https://clinicaltrials.gov/study/NCT01783236,NCT01783236,Lung Tumor
682,0.97496125,59.33913968,https://clinicaltrials.gov/study/NCT00520936,NCT00520936,"Osteosarcoma|Medulloblastoma|Sarcoma, Ewing's|Neuroblastoma (Measurable Disease)|Neuroblastoma (Metaiodobenzylguanidine|Positive Evaluable)|Rhabdomyosarcoma|Ependymoma|Non-brainstem High-grade Glioma"
683,0.991278577,151.3568333,https://clinicaltrials.gov/study/NCT00558636,NCT00558636,"Carcinoma, Non-Small-Cell Lung"
684,0.99877472,176.8684988,https://clinicaltrials.gov/study/NCT03776136,NCT03776136,Advanced Melanoma
685,0.999511543,192.8650241,https://clinicaltrials.gov/study/NCT00045136,NCT00045136,Multiple Myeloma and Plasma Cell Neoplasm
686,0.983868698,95.50673915,https://clinicaltrials.gov/study/NCT01404936,NCT01404936,Lymphoma
687,0.998039532,168.3544988,https://clinicaltrials.gov/study/NCT01349036,NCT01349036,Recurrent Glioblastoma
688,0.996207064,156.2432544,https://clinicaltrials.gov/study/NCT01146834,NCT01146834,Multiple Myeloma
689,0.99538065,156.092959,https://clinicaltrials.gov/study/NCT00923234,NCT00923234,Myelodysplastic Syndromes|Acute Myelogenous Leukemia
690,0.999379228,190.6710169,https://clinicaltrials.gov/study/NCT00074334,NCT00074334,Brain and Central Nervous System Tumors
691,0.996299043,158.3527262,https://clinicaltrials.gov/study/NCT00390234,NCT00390234,Fallopian Tube Cancer|Female Reproductive Cancer|Ovarian Carcinosarcoma|Ovarian Sarcoma|Recurrent Ovarian Epithelial Cancer|Recurrent Uterine Sarcoma|Stage III Ovarian Epithelial Cancer|Stage III Uterine Sarcoma|Stage IV Ovarian Epithelial Cancer|Stage IV Uterine Sarcoma|Uterine Carcinosarcoma|Uterine Leiomyosarcoma
692,0.990454475,151.7236181,https://clinicaltrials.gov/study/NCT00758134,NCT00758134,NON-SMALL CELL LUNG CANCER
693,0.999349325,193.9519156,https://clinicaltrials.gov/study/NCT00003334,NCT00003334,Endometrial Cancer|Fallopian Tube Cancer|Ovarian Cancer|Sarcoma
694,0.977463265,78.4549368,https://clinicaltrials.gov/study/NCT01709734,NCT01709734,Prostate Cancer
695,0.999568299,190.1099891,https://clinicaltrials.gov/study/NCT00021034,NCT00021034,Fallopian Tube Cancer|Ovarian Cancer|Primary Peritoneal Cavity Cancer
696,0.997000282,159.0042342,https://clinicaltrials.gov/study/NCT00906334,NCT00906334,Myelodysplastic Syndrome
697,0.998160353,170.8022461,https://clinicaltrials.gov/study/NCT03618134,NCT03618134,Clinical Stage I HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC (American Joint Committee on Cancer) v8|Clinical Stage II HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8|Clinical Stage III HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8|Human Papillomavirus Positive|Oropharyngeal Squamous Cell Carcinoma|p16 Positive Neoplastic Cells Present|Pathologic Stage I HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8|Pathologic Stage II HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8|Pathologic Stage III HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8
698,0.984764278,105.9265644,https://clinicaltrials.gov/study/NCT00034034,NCT00034034,Colorectal Neoplasms
699,0.998299209,169.6238215,https://clinicaltrials.gov/study/NCT01345201,NCT01345201,Solid Tumors
700,0.997704078,162.1386006,https://clinicaltrials.gov/study/NCT00086801,NCT00086801,Lymphoma
701,0.999475447,189.1663053,https://clinicaltrials.gov/study/NCT00924001,NCT00924001,"Melanoma|Malignant Melanoma|Melanoma, Experimental"
702,0.999556686,182.8809406,https://clinicaltrials.gov/study/NCT02049801,NCT02049801,Adult Acute Minimally Differentiated Myeloid Leukemia (M0)|Adult Acute Monoblastic Leukemia (M5a)|Adult Acute Monocytic Leukemia (M5b)|Adult Acute Myeloblastic Leukemia With Maturation (M2)|Adult Acute Myeloblastic Leukemia Without Maturation (M1)|Adult Acute Myeloid Leukemia With 11q23 (MLL) Abnormalities|Adult Acute Myeloid Leukemia With Del(5q)|Adult Acute Myeloid Leukemia With Inv(16)(p13;q22)|Adult Acute Myeloid Leukemia With t(15;17)(q22;q12)|Adult Acute Myeloid Leukemia With t(16;16)(p13;q22)|Adult Acute Myeloid Leukemia With t(8;21)(q22;q22)|Adult Acute Myelomonocytic Leukemia (M4)|Adult Erythroleukemia (M6a)|Adult Pure Erythroid Leukemia (M6b)|Recurrent Adult Acute Myeloid Leukemia
703,0.994518651,154.0535141,https://clinicaltrials.gov/study/NCT00570401,NCT00570401,Lung Cancer
704,0.994982917,154.4774387,https://clinicaltrials.gov/study/NCT00276601,NCT00276601,Leukemia
705,0.982800197,123.7394299,https://clinicaltrials.gov/study/NCT02296801,NCT02296801,Breast Cancer|Breast Carcinoma|Breast Tumors
706,0.994314455,153.9235906,https://clinicaltrials.gov/study/NCT01521936,NCT01521936,Adult Acute Megakaryoblastic Leukemia (M7)|Adult Acute Monoblastic Leukemia (M5a)|Adult Acute Monocytic Leukemia (M5b)|Adult Acute Myeloblastic Leukemia With Maturation (M2)|Adult Acute Myeloblastic Leukemia Without Maturation (M1)|Adult Acute Myeloid Leukemia With 11q23 (MLL) Abnormalities|Adult Acute Myeloid Leukemia With Del(5q)|Adult Acute Myeloid Leukemia With Inv(16)(p13;q22)|Adult Acute Myeloid Leukemia With t(16;16)(p13;q22)|Adult Acute Myeloid Leukemia With t(8;21)(q22;q22)|Adult Acute Myelomonocytic Leukemia (M4)|Adult Erythroleukemia (M6a)|Adult Pure Erythroid Leukemia (M6b)|Untreated Adult Acute Myeloid Leukemia
707,0.993178095,154.0370485,https://clinicaltrials.gov/study/NCT00395434,NCT00395434,Tumors
708,0.94793188,41.16867118,https://clinicaltrials.gov/study/NCT00984334,NCT00984334,Chronic Pain|Opioid Induced Constipation
709,0.974499355,87.65421757,https://clinicaltrials.gov/study/NCT04208334,NCT04208334,Cancer Cachexia|Head and Neck Cancer|Head and Neck Neoplasms
710,0.999294191,188.635341,https://clinicaltrials.gov/study/NCT04958434,NCT04958434,Locally Advanced or Metastatic Cancers|Metastatic Human Papillomavirus-Related Malignant Neoplasm
711,0.995158691,156.4613158,https://clinicaltrials.gov/study/NCT01496534,NCT01496534,Solid Tumors|Bladder Cancer
712,0.990544312,151.8472067,https://clinicaltrials.gov/study/NCT01783834,NCT01783834,Previous Treated Metastatic Non-small Cell Lung Cancer
713,0.999421315,184.5136248,https://clinicaltrials.gov/study/NCT02095834,NCT02095834,Recurrent Plasma Cell Myeloma|Refractory Plasma Cell Myeloma
714,0.995466577,157.5957264,https://clinicaltrials.gov/study/NCT03748134,NCT03748134,Esophageal Squamous Cell Carcinoma
715,0.674821755,5.740132202,https://clinicaltrials.gov/study/NCT04255134,NCT04255134,Rheumatoid Arthritis
716,0.998564282,173.4712209,https://clinicaltrials.gov/study/NCT00005634,NCT00005634,"Leukemia|Lymphoma|Multiple Myeloma and Plasma Cell Neoplasm|Prostate Cancer|Small Intestine Cancer|Unspecified Adult Solid Tumor, Protocol Specific"
717,0.997947393,165.3270013,https://clinicaltrials.gov/study/NCT00687934,NCT00687934,Solid Tumors
718,0.995122788,156.4308193,https://clinicaltrials.gov/study/NCT00750334,NCT00750334,Myelodysplastic Syndromes
719,0.995121662,156.5432944,https://clinicaltrials.gov/study/NCT00125034,NCT00125034,Neoplasm Metastasis|Colorectal Cancer
720,0.865714952,12.35189888,https://clinicaltrials.gov/study/NCT03430934,NCT03430934,Skin Cancer
721,0.816929623,8.792919656,https://clinicaltrials.gov/study/NCT03990701,NCT03990701,Primary Aldosteronism|Primary Aldosteronism Due to Aldosterone Producing Adenoma
722,0.99382224,153.1323526,https://clinicaltrials.gov/study/NCT00944801,NCT00944801,Glioblastoma
723,0.991331142,152.5809083,https://clinicaltrials.gov/study/NCT03209401,NCT03209401,"Solid Tumor, Adult|Homologous Recombination Deficiency"
724,0.997117608,161.3853704,https://clinicaltrials.gov/study/NCT02395601,NCT02395601,B-Cell Lymphoma
725,0.978756844,90.38580064,https://clinicaltrials.gov/study/NCT01152801,NCT01152801,Metastatic Renal Cell Carcinoma
726,0.96787104,63.25888193,https://clinicaltrials.gov/study/NCT02196701,NCT02196701,Psoriasis
727,0.983278996,104.109791,https://clinicaltrials.gov/study/NCT00609401,NCT00609401,Metastatic Disease|Renal Cell Carcinoma
728,0.996743123,157.2624868,https://clinicaltrials.gov/study/NCT00658801,NCT00658801,Pancreatic Cancer
729,0.997891594,166.6985021,https://clinicaltrials.gov/study/NCT00354601,NCT00354601,Fallopian Tube Cancer|Ovarian Cancer|Peritoneal Cavity Cancer
730,0.998777429,177.2300338,https://clinicaltrials.gov/study/NCT00825201,NCT00825201,"Ovarian Cancer|Peritoneal Cavity Cancer|Unspecified Adult Solid Tumor, Protocol Specific"
731,0.995855665,155.5460418,https://clinicaltrials.gov/study/NCT02485834,NCT02485834,Adenocarcinoma of the Gastroesophageal Junction|Gastric Adenocarcinoma|Gastric Cancer
732,0.998676404,185.4205981,https://clinicaltrials.gov/study/NCT03572634,NCT03572634,Chronic Lymphocytic Leukemia|CLL|SLL|Small Lymphocytic Lymphoma
733,0.955291903,41.09347413,https://clinicaltrials.gov/study/NCT01506934,NCT01506934,Advanced or Metastatic Solid Tumors
734,0.987039097,137.029694,https://clinicaltrials.gov/study/NCT01523834,NCT01523834,Diffuse Large B-cell Lymphoma
735,0.99129207,151.3084463,https://clinicaltrials.gov/study/NCT00885534,NCT00885534,Melanoma|Skin Cancer
736,0.922089444,23.26646047,https://clinicaltrials.gov/study/NCT02453334,NCT02453334,Cancer and Chemotherapy Related Anemia
737,0.998272026,176.2259917,https://clinicaltrials.gov/study/NCT00004934,NCT00004934,Fallopian Tube Cancer|Ovarian Cancer|Primary Peritoneal Cavity Cancer
738,0.959451949,39.22305413,https://clinicaltrials.gov/study/NCT01258634,NCT01258634,Osteosarcoma|Lung Metastases
739,0.920527195,26.74713901,https://clinicaltrials.gov/study/NCT01454934,NCT01454934,Non-Small Cell Lung Cancer (NSCLC)
740,0.532521323,2.931757955,https://clinicaltrials.gov/study/NCT04162834,NCT04162834,Kidney Cancer
741,0.998526543,173.5545197,https://clinicaltrials.gov/study/NCT04851834,NCT04851834,Advanced Solid Tumor|Platinum-Resistant Ovarian Cancer|Platinum-Resistant Urothelial Carcinoma|High-grade Glioma
742,0.998223145,166.9114389,https://clinicaltrials.gov/study/NCT00002534,NCT00002534,Leukemia
